Firm ID,Year,Default,WC/TA,RE/TA,EBIT/TA,ME/TA,S/TA
5,2004,0,-0.868555615,-1.799025203,1.053667484,-0.762790941,-0.349227423
6,1999,0,-0.995048512,1.321784691,1.255473068,0.98485168,-1.54772673
6,2000,0,-1.048952311,0.161717023,0.955328725,-0.776904034,-0.51086657
6,2001,0,-1.93675322,-0.734301887,-0.532111593,-1.156695523,-1.114743582
6,2002,0,0.052228069,-0.163960118,0.545325504,-0.796425523,0.54105816
6,2003,0,1.266413978,-0.580135524,-1.233771156,3.280106195,-0.829334019
6,2004,0,-0.869904373,0.020192652,-0.78449083,-0.72570838,-0.373397015
7,1999,0,-0.854327733,1.986966752,0.381570877,1.143083924,-1.512538172
7,2000,0,-0.536417977,-1.176596535,-1.928131428,-0.944751944,0.076766658
7,2001,0,-1.080077454,-0.746830685,-0.434631394,0.859477161,-1.550611506
7,2002,0,-0.793522625,0.263063988,1.672105842,1.280286117,-1.539831328
7,2003,0,-2.008602245,-0.30336594,-2.508644906,-1.454014307,-0.999018498
7,2004,0,-0.472069585,-0.364979381,0.664447183,1.527681386,-1.389024907
8,1999,0,-2.816217168,-0.27567138,0.674590268,-1.903382649,-1.484215007
8,2000,0,0.103299724,1.717042479,0.225876762,-0.528951392,0.424139514
8,2001,0,-0.182270229,0.347999438,0.277542974,-0.667547432,0.240042337
8,2002,0,-3.211140226,0.444645508,-0.307271704,-1.217894769,-2.280392067
8,2003,0,-2.246927245,0.910064852,-0.080361605,-0.283414705,-1.946839266
8,2004,0,-1.39773982,-0.001545682,0.95194653,-0.970170906,-0.720906157
9,1999,0,-1.328351614,-0.265603227,-0.878959373,-1.108457114,-0.569998967
9,2000,0,-1.000265497,0.245973179,-0.492213148,-1.156113371,-0.230754769
9,2001,0,-0.539121058,-0.460044743,-1.377112501,-0.509110528,-0.194764503
9,2002,0,-0.585025204,-1.285862105,1.466396835,1.456051651,-1.45146523
9,2003,0,-1.861085076,-0.269793353,0.525894905,0.115772259,-1.828949534
9,2004,0,-0.583050739,1.105569185,2.004814612,-0.795503586,-0.059420383
10,1999,0,-0.58804468,0.748494105,-0.104882461,-0.515506971,-0.237014913
10,2000,0,-0.946292595,-0.099789271,-0.754911156,1.091119132,-1.567298159
10,2001,0,-0.078702999,1.189399004,0.375073306,1.993858772,-1.305391656
10,2002,0,-1.404504224,-0.226432229,-1.366344606,0.643510917,-1.723631352
10,2003,0,-0.205692643,1.141682547,1.19368776,1.76699903,-1.285240813
10,2004,0,-1.603636214,-0.222815327,-0.406603533,-1.09884838,-0.835889676
11,1999,0,-2.980207848,-0.883948994,-0.479746096,-1.1445828,-2.107582069
11,2000,0,-0.368395245,-1.854413343,0.375018814,1.654098885,-1.369176792
11,2001,0,-0.422253374,-0.698236634,-0.602231265,-0.369184824,-0.170797978
11,2002,0,0.508809591,-1.469537624,-0.576541654,-0.647869891,0.880496379
11,2003,0,-0.866551288,0.01482511,1.891300639,1.15423584,-1.530966714
11,2004,0,-1.764285612,-0.39565758,-0.582695479,-1.384745319,-0.811073159
12,1999,0,-2.454042256,0.803898702,0.921930025,-0.468791099,-2.027965876
12,2000,0,-0.531102627,0.327679954,-0.674043634,-1.011789519,0.123177158
12,2001,0,0.748934691,1.727251923,0.33564197,2.873306786,-1.066831739
12,2002,0,-1.195472957,-0.479040774,-0.902097411,0.801731106,-1.623928089
12,2003,0,-1.197147294,-0.163533175,-0.404278841,-0.973900309,-0.529179081
12,2004,0,-1.350547288,0.648814819,0.083075717,0.780599722,-1.757321396
13,1999,0,-0.894086678,1.049452654,-0.725097206,-0.944410933,-0.261199191
13,2000,0,-1.545923947,-2.637390113,2.272936275,-1.411726707,-0.588209751
13,2001,0,-0.705665442,-0.849703141,0.48033219,-1.277545991,0.122419546
13,2002,0,-1.303666623,0.019671426,-0.77249521,-1.011625452,-0.60647521
13,2003,0,-0.67656463,0.239228995,-0.661824797,1.282191789,-1.430561655
13,2004,0,-1.266701993,0.993341002,1.130733221,-1.268809722,-0.41277503
14,1999,0,0.817910588,-0.384414546,1.778410845,-0.439039159,1.043449412
14,2000,0,-1.654632359,-0.423041467,0.946948825,-1.113104525,-0.875244395
14,2001,0,-0.674500279,-0.365765419,-0.532884831,1.402412695,-1.50284037
14,2002,0,-0.735077778,-0.130212588,0.314715939,-1.247148846,0.075876614
14,2003,0,-0.047009304,1.11617002,0.017508027,-0.523166237,0.27862709
14,2004,0,-1.594524996,1.801900401,0.44700664,0.317744391,-1.701934216
15,1999,0,0.003165032,-1.614285968,-0.318530163,2.134681849,-1.315030225
15,2000,0,-3.910115712,0.407564158,-0.07085733,-2.227385913,-2.317160441
15,2001,0,-0.713396448,0.939143616,0.268154322,1.342076031,-1.502317237
15,2002,0,-0.20138456,-0.897410061,-0.959263791,-0.676930488,0.227785598
15,2003,0,-1.47058477,-0.716134856,0.956467701,-1.199974458,-0.647807556
15,2004,0,-1.664823729,0.226811781,-0.82456244,0.368173806,-1.79945572
16,1999,0,-1.382702386,0.105744252,0.637961689,-1.102590586,-0.624945907
16,2000,0,-1.425786359,-0.267534206,0.485070147,-1.346666319,-0.514931199
16,2001,0,-1.483286399,-1.28756823,2.226512633,0.597224738,-1.769448759
16,2002,0,-1.405635236,-0.121114931,-1.064748073,-1.074567552,-0.663904251
16,2003,0,-1.550898683,-0.653102149,0.145793685,0.291260791,-1.644385024
16,2004,0,-2.176021051,-0.884997483,1.535491617,-0.138473137,-1.969372251
17,1999,0,-1.281876704,-0.073331213,-0.548259319,-1.129765683,-0.512954999
17,2000,0,-2.305713189,0.27068882,0.222967895,-1.680099085,-1.139995843
17,2001,0,-1.950032367,0.454816074,-1.013947095,-1.485753564,-0.924112725
17,2002,0,-1.067226643,-0.756796108,-0.814089313,-0.963319215,-0.413024931
17,2003,0,-0.254922357,0.501361702,-1.376455926,1.654761055,-1.262430415
17,2004,0,-1.137451266,1.930470358,-0.093074675,-0.93951595,-0.494036637
18,1999,0,-0.526013554,-2.697886681,-0.313615214,-0.83568751,0.019252031
18,2000,0,-1.46208635,-1.622508436,-0.8159781,0.549430072,-1.719919119
18,2001,0,-0.603975772,0.103964614,-1.487163433,-0.942947247,0.011855904
18,2002,0,-0.272133352,0.165559531,1.663928365,-0.596155197,0.111102604
18,2003,0,-1.428818664,-1.70568651,-0.206715032,0.557188673,-1.693294032
18,2004,0,-0.934255417,-0.955077467,1.570454396,1.105657464,-1.564907576
19,1999,0,-1.997324432,-1.053390285,-0.142613143,0.052198704,-1.918351396
19,2000,0,0.656060445,-0.621976978,0.139868741,2.751741233,-1.079476803
19,2001,0,-1.541504674,0.069393288,1.668084603,0.467098719,-1.744081843
19,2002,0,-0.925951473,0.842558077,1.036923906,-0.693290057,-0.446339745
19,2003,0,-1.484720707,-0.024874985,1.488141469,-1.365316901,-0.559068894
19,2004,0,-1.323364395,0.140555056,-1.371896717,0.752556069,-1.714336901
20,1999,0,-0.127218462,0.953669889,-1.176569707,1.96753383,-1.334952155
20,2000,0,-0.397986696,0.238587018,0.490142735,-0.747499196,0.085700712
20,2001,0,-2.305817566,-0.696312841,-0.237760415,-0.236764447,-2.031254157
20,2002,0,-2.575378614,-1.904310286,1.01057635,-1.872096582,-1.276102265
20,2003,0,-0.351505445,0.45994726,2.158896183,-0.650715073,0.069836563
20,2004,0,-1.451577656,0.411050224,-0.275694489,0.580768696,-1.729344945
21,1999,0,-1.097814841,0.72209659,0.702457022,0.966694339,-1.633560579
21,2000,0,-0.148219813,1.399673667,-0.926189514,1.773940267,-1.23525355
21,2001,0,-1.433520353,0.372637697,-0.315639636,0.513469487,-1.670740365
21,2002,0,-1.541660196,-1.65635037,-1.211952482,0.468100951,-1.744847516
21,2003,0,1.049192316,-0.156870058,0.707841679,3.147846729,-0.952800632
21,2004,0,-0.82249419,1.725331513,-0.843712063,-0.736086948,-0.32221837
22,1999,0,-0.805703161,0.893762738,-1.129808989,-1.155470272,-0.047421868
22,2000,0,0.291963651,0.875324873,1.174361119,-0.210637506,0.405762568
22,2001,0,-0.489396617,1.724226036,1.024963349,1.631682639,-1.469600858
22,2002,0,0.104811217,1.144235218,1.030391421,2.167490196,-1.239300143
22,2003,0,0.346373615,-0.562487909,-0.789648299,-0.526456471,0.652139691
22,2004,0,1.208215099,1.903120481,-0.439838846,3.357606204,-0.932143563
23,1999,0,-2.03208577,0.664624859,0.665590612,-1.954117017,-0.712415579
23,2000,0,-0.57711983,1.37285065,-1.462926757,-0.682177088,-0.12379099
23,2001,0,-0.910453869,-0.538677972,-1.038983049,1.090376531,-1.532996269
23,2002,0,-1.20748514,-1.419601685,0.64898636,-1.239469103,-0.37497092
23,2003,0,-3.430891252,-1.674241392,-0.760363902,-2.065552543,-1.96453803
23,2004,0,-3.73224175,-2.486094171,0.474798441,-1.983396153,-2.299836585
24,1999,0,-2.658741697,-1.030157945,-0.264350276,-0.893268288,-1.959183129
24,2000,0,-1.303072049,-0.087763641,-1.152257534,0.591659675,-1.595831899
24,2001,0,-2.603802268,-1.133027908,-0.916155472,-1.628745052,-1.453196227
24,2002,0,-0.998820728,-0.380016316,-1.479073157,-1.031986717,-0.3060301
24,2003,0,-1.255685151,-1.212803299,0.240550035,0.779893528,-1.667304735
24,2004,0,-2.288774359,-0.646180278,-1.581423536,-1.592530965,-1.178067377
25,1999,0,-2.023155887,-0.255282644,-1.276506643,-1.057583749,-1.257530428
25,2000,0,-0.571485267,-0.294112927,-0.86032159,1.465755443,-1.44467056
25,2001,0,0.355391982,-0.001465573,0.842728304,2.385781925,-1.137450711
25,2002,0,-0.571823235,-0.713916043,0.104113597,1.475883758,-1.451243249
25,2003,0,-2.281425447,-0.534923083,-0.551474364,-0.451425139,-1.875681888
25,2004,0,-0.470888749,-1.476454762,-1.030714614,1.530435566,-1.38961033
26,1999,0,-0.675228623,1.769997759,0.084718978,1.324895425,-1.455666586
26,2000,0,-0.889110632,1.45771341,0.615551717,-1.207156372,-0.094272974
26,2001,0,-0.236573609,1.517018349,-0.371931469,-0.810089979,0.276772534
26,2002,0,0.487312355,-0.3449149,-0.833840011,2.576104894,-1.130386405
26,2003,0,-0.541719925,-1.088258493,-1.672549757,-0.744067372,-0.052149005
26,2004,0,-2.475533159,0.085680447,-0.971094862,-0.609427084,-1.961427225
27,1999,0,-2.66350912,0.553100055,0.912828176,-0.795678204,-2.023940279
27,2000,0,-0.943806842,0.953690168,-2.133876186,1.093855201,-1.566640135
27,2001,0,-0.168287587,-0.27156677,0.038492252,-0.400217173,0.088188462
27,2002,0,0.87515962,0.927303925,0.573052395,3.049705282,-1.056548378
27,2003,0,-0.464240928,1.331265639,2.336490915,1.460008754,-1.339848924
27,2004,0,0.969418467,-0.867564508,0.295245464,3.074144993,-0.982627282
28,1999,0,-2.159163435,-0.628642418,-1.392549722,-1.093816121,-1.363594686
28,2000,0,0.251399019,-0.379182534,2.179280423,-0.401962715,0.485586536
28,2001,0,0.353177863,-0.082990324,0.533868665,2.358814512,-1.122891037
28,2002,0,-1.093512334,-1.758572648,0.292506371,0.962688521,-1.627024299
28,2003,0,-1.166537154,-2.347543112,0.562521707,0.799851729,-1.595442916
28,2004,0,-2.03393826,0.225910578,0.527271709,-1.407152112,-1.051878094
29,1999,0,-1.891603639,0.553013798,1.582824964,0.038364998,-1.809975306
29,2000,0,1.004774914,0.090276564,-0.38290827,3.039018726,-0.927551274
29,2001,0,-2.265049347,0.575731911,-0.577326422,-1.737890847,-1.06591355
29,2002,0,-1.960718847,1.294923019,1.126482757,-1.839779623,-0.715617516
29,2003,0,-0.648986984,0.984628759,-0.15877805,1.422397937,-1.491087051
29,2004,0,-0.911877958,1.644703948,0.606069966,-0.720559289,-0.416212908
30,1999,0,-2.135466706,0.455293916,1.124396134,-0.386295162,-1.778062756
30,2000,0,-0.338037599,0.683446645,1.707970292,-0.753088275,0.145762981
30,2001,0,-0.380426567,0.393215161,-1.174507135,1.678283577,-1.395470646
30,2002,0,-0.128824767,-0.962575292,-0.127468505,-0.531874444,0.206743467
30,2003,0,-0.740154985,-0.10293308,-0.555342545,1.362627547,-1.540275124
30,2004,0,-0.666622652,-1.338065968,0.010996981,-0.531774022,-0.301174228
31,1999,0,-1.037752299,0.792604375,-0.898457497,-1.353158743,-0.144492525
31,2000,0,-1.890411049,0.240493087,1.288213459,-1.373445686,-0.937153237
31,2001,0,-0.793265215,1.190522187,1.191617887,-1.250553536,0.023030956
31,2002,0,-1.453376954,-1.22153675,-1.321831965,-1.19213069,-0.636400781
31,2003,0,-1.757491229,-1.463960425,1.063953969,-1.074937746,-0.995941899
31,2004,0,-1.703445776,0.3416667,-0.367009183,-1.545608879,-0.654298442
32,1999,0,-2.282854589,0.953169293,-0.648274087,-0.390639281,-1.914562543
32,2000,0,-0.883170164,-1.141993628,1.483337141,1.217907639,-1.585973276
32,2001,0,-0.506928505,-0.042221485,-0.409683932,-0.764777868,-0.006507311
32,2002,0,-1.597821053,0.344816321,1.325834222,0.482081034,-1.806513324
32,2003,0,-2.857337633,-0.206227328,-1.139839539,-0.955150606,-2.108514056
32,2004,0,-0.792014127,-0.744495565,1.576976404,-1.379532596,0.103848077
33,1999,0,0.214817966,-0.807432882,-1.272114332,2.137769666,-1.1170677
33,2000,0,-0.442653237,1.655914053,-0.418660569,-0.687070014,0.006210147
33,2001,0,-0.90278717,1.087534909,0.179808794,-0.966839237,-0.255567346
33,2002,0,-0.692525712,-0.147902338,-0.495566873,1.292420008,-1.451949317
33,2003,0,-0.880572699,0.45897727,-0.101119884,-0.771218388,-0.355372081
33,2004,0,-1.536291986,-0.700076971,-0.823412622,-1.34326954,-0.621381641
34,1999,0,0.443010164,-0.997250843,0.465017065,2.415822206,-1.073258525
34,2000,0,-0.289950104,-0.253142324,-1.580872081,-0.807028852,0.224477771
34,2001,0,-2.869769856,1.640598447,1.497792006,-2.11536916,-1.403899047
34,2002,0,-1.070767333,2.148407844,1.106513288,-0.86391818,-0.477741786
34,2003,0,-1.243336465,1.87333695,-0.019988639,0.824836227,-1.683392591
34,2004,0,-1.903276985,-0.13354984,-0.541163649,-1.191284578,-1.061774795
35,1999,0,-1.460028913,-0.530330688,0.42640512,0.521228211,-1.700563524
35,2000,0,-0.907410635,-0.106292948,1.565859931,-0.943144277,-0.274563403
35,2001,0,-1.228185359,-0.077577166,1.163376296,0.750164119,-1.622980146
35,2002,0,-1.06550139,-0.982766844,0.545599233,1.059715514,-1.660480367
35,2003,0,-0.439086205,0.351870576,-0.626288821,1.524735978,-1.356059308
35,2004,0,-0.945131504,-0.368625451,1.113628309,-0.514587406,-0.574788498
36,1999,0,-1.445824464,1.264072274,-0.44885935,-1.20132899,-0.623589464
36,2000,0,-1.2711284,0.093000887,-0.624372481,0.691501897,-1.627312427
36,2001,0,1.238798525,-0.546215647,-0.649769487,3.193113738,-0.801700116
36,2002,0,0.003930133,-1.28961268,2.044337034,-0.490013439,0.306260876
36,2003,0,-1.007087776,-0.213192533,-1.042449552,-1.049472385,-0.303040679
36,2004,0,0.909128391,0.434464981,0.772847892,3.087955039,-1.048087427
37,1999,0,-2.305862789,-0.44196259,-0.900167415,-0.430619521,-1.911604703
37,2000,0,-0.281299189,-1.200537433,1.796880792,1.890221672,-1.432719418
37,2001,0,-0.775086216,0.055763696,-1.141699243,-1.193971021,0.005262024
37,2002,0,-1.456467431,0.980839382,0.468451133,-1.195870252,-0.637010272
37,2003,0,-0.706953051,0.422102923,0.135713262,-0.958108802,-0.076026841
37,2004,0,-1.061015485,0.712127286,-0.320353593,-1.381494889,-0.148964901
38,1999,0,-2.45875354,2.025458045,0.850339775,-0.545744706,-1.984901303
38,2000,0,0.522149245,1.077829506,0.655962059,-0.346121385,0.706784418
38,2001,0,-1.519050039,1.624000838,-0.681301342,0.519913678,-1.755486983
38,2002,0,-1.053265403,-0.257871541,-0.366294728,-1.344202135,-0.164672016
38,2003,0,-1.458699811,-0.114351852,-0.4159879,0.549356248,-1.716675547
38,2004,0,-2.275719366,-0.539455373,0.098681022,-1.491867072,-1.22789225
39,1999,0,-1.079753107,0.87106346,0.922708937,0.876387985,-1.560746487
39,2000,0,-1.240181679,-0.201832471,-1.297372791,-1.173369778,-0.446658842
39,2001,0,-0.852967971,0.207875657,-2.257149553,1.212352112,-1.554022452
39,2002,0,-3.103340667,-0.244557359,1.330029233,-1.23425976,-2.168490053
39,2003,0,-1.202865343,0.626138162,-1.1084399,0.842529938,-1.656099369
39,2004,0,-1.698884713,1.11931029,0.039786415,0.374673724,-1.835633592
40,1999,0,-1.955622793,-0.82568977,-0.294243116,-1.886607354,-0.681892288
40,2000,0,-0.88481107,0.296005642,1.192247537,-0.7383794,-0.379650292
40,2001,0,-0.743270004,-1.078633188,1.008986486,1.15984172,-1.418010429
40,2002,0,-1.925575476,0.072265936,0.408007408,0.122044731,-1.893722214
40,2003,0,-1.318002622,-0.200309167,-0.451910116,0.617738631,-1.626033164
40,2004,0,-3.342165202,0.306289454,-0.409095741,-1.424101355,-2.276803788
41,1999,0,-0.933250992,-0.295426539,-0.28398024,1.132644224,-1.580621539
41,2000,0,0.603875098,-0.539316371,-0.600078824,2.652873343,-1.067712588
41,2001,0,-1.603527215,-0.141730387,-1.085283163,-0.816650604,-1.01002444
41,2002,0,-0.130006442,1.254466288,0.446947681,-0.894796774,0.429707129
41,2003,0,-1.487922514,-1.51643247,-0.820061081,-1.111499236,-0.718807368
41,2004,0,-2.346827723,-0.451436444,1.418688902,-0.347501664,-2.001608445
42,1999,0,-2.704126671,-0.753862363,-0.527193828,-0.921425298,-1.984656255
42,2000,0,-1.519402007,0.691691951,0.890528186,-0.770778796,-0.958905632
42,2001,0,-0.881107329,0.001760936,-0.351893301,-0.992514603,-0.219241771
42,2002,0,-0.499825408,0.162054542,-0.130430572,1.554855783,-1.432013727
42,2003,0,-2.263800072,-0.00674694,-0.630572785,-1.624698057,-1.134622582
42,2004,0,0.388650457,0.210500242,1.243716742,2.382978642,-1.104313086
43,1999,0,-0.743447354,-0.699376316,1.73286866,-0.960179705,-0.109210665
43,2000,0,-0.321479236,0.864357124,-0.830225105,1.782765063,-1.404315363
43,2001,0,-0.777159629,-0.229851669,-0.739265142,-0.99675538,-0.11846303
43,2002,0,-1.107640404,1.35952953,0.645879566,-0.730706931,-0.594810701
43,2003,0,-0.869940782,0.185947402,0.401463815,1.191931316,-1.557441857
43,2004,0,-1.980198639,0.668710732,0.533615944,-0.026546603,-1.853559286
44,1999,0,-0.309776334,0.011136595,0.014836703,-0.980047191,0.312582287
44,2000,0,-0.854237294,1.321714644,0.232530684,1.244431245,-1.575027761
44,2001,0,0.506329811,-0.919067005,1.1811689,-0.453929179,0.758409628
44,2002,0,0.136320991,0.370793062,-0.633360943,-0.603338888,0.50125146
44,2003,0,-2.239313224,2.015551778,0.478895258,-0.227006928,-1.974477078
44,2004,0,-0.297196293,0.108680416,0.659310524,-0.426607955,-0.01724869
45,1999,0,-1.885514276,-0.847270274,0.649862217,-1.377071073,-0.930290668
45,2000,0,-1.177282708,2.43355685,-0.838952743,0.844259284,-1.633008813
45,2001,0,0.155373295,0.420316155,-2.209440393,-0.600792462,0.517670774
45,2002,0,0.859016784,-0.600506363,-0.467057727,2.848093257,-0.94731091
45,2003,0,-1.453118267,2.554962195,-1.255323361,0.617468532,-1.753459403
45,2004,0,-0.366417273,0.065744578,0.155944135,1.699806176,-1.39553005
46,1999,0,-2.42629485,-1.819604626,1.034089287,-1.792968259,-1.184175112
46,2000,0,-0.82328819,-0.316782045,0.279721086,1.268046361,-1.560382472
46,2001,0,-2.046654629,-0.720530521,-0.069554135,-0.106532592,-1.866929462
46,2002,0,-2.404383525,0.107391874,-0.739777444,-0.367565168,-2.043571964
46,2003,0,-0.428510692,1.512468299,-2.004420425,1.469338039,-1.31186818
46,2004,0,-0.345235982,0.559382109,-0.069112613,1.701203683,-1.376390903
47,1999,0,-1.601295453,1.111714193,0.128694805,0.426121208,-1.775242946
47,2000,0,0.287117779,-2.646120201,0.371641189,2.366284219,-1.189885219
47,2001,0,-0.497014433,-0.329967055,1.546109989,1.448307892,-1.363573269
47,2002,0,-0.539765017,0.625644984,0.175630683,-0.753750761,-0.044324111
47,2003,0,-2.58479537,0.273105579,0.593561937,-1.788965427,-1.336322502
47,2004,0,-0.201439369,-1.336834078,1.894429826,1.674305185,-1.223992276
48,1999,0,-1.99029488,-0.892373243,0.796511594,-1.626421262,-0.875280983
48,2000,0,-2.651342039,1.746009317,-0.087476734,-0.696349478,-2.073779256
48,2001,0,-0.574981184,-0.967424837,0.767520601,-0.852218436,-0.016782591
48,2002,0,-2.025280474,-0.48261643,2.305088789,-1.028064172,-1.277763034
48,2003,0,-0.507368003,0.155356222,1.947472985,-0.958727509,0.112828208
48,2004,0,-3.181195742,-0.121780684,-1.494440931,-1.388405312,-2.14683624
49,1999,0,-1.70075873,-0.213005209,-1.288970807,0.193145176,-1.725321894
49,2000,0,0.141212178,-0.623026962,1.488279697,-0.2640216,0.296365269
49,2001,0,-1.827845574,-0.510653128,0.930005916,0.172600227,-1.832648016
49,2002,0,-0.198988236,0.712546465,-1.120858567,1.800588816,-1.299649057
49,2003,0,-0.680237052,0.584980707,0.811179161,-1.165239331,0.077090568
49,2004,0,-0.196162044,0.813938653,1.391515284,1.814257124,-1.305419455
50,1999,0,0.572083285,1.477785692,0.933745389,2.766866908,-1.168117551
50,2000,0,-1.23608018,2.064236836,-0.512502882,-1.489454984,-0.247624848
50,2001,0,-1.276821959,-0.521334712,-0.019788133,-1.166534217,-0.485479642
50,2002,0,-1.321892496,-0.487553328,-0.340202868,0.513523406,-1.565360742
50,2003,0,-1.345723261,-0.81178571,-0.093113649,-1.587257352,-0.290777263
50,2004,0,-1.026075372,-0.782947494,0.669273008,1.033656559,-1.607159804
51,1999,0,-0.835009846,-0.622859624,-0.926150008,-0.881690709,-0.244136914
51,2000,0,-0.207969904,-0.046135753,1.908277553,-0.412768157,0.058464848
51,2001,0,-2.250329409,-0.637107413,1.063370415,-1.59778152,-1.138521014
51,2002,0,0.652762635,-0.940186464,1.694686148,2.765419151,-1.091036177
51,2003,0,-2.004679986,0.7910128,0.485418546,0.066034393,-1.933840011
51,2004,0,-1.398432531,0.8037096,0.825847502,-1.138908597,-0.617376397
52,1999,0,-0.98566214,-0.127761809,-0.004999758,0.906343743,-1.490389705
52,2000,0,-2.675921457,0.524226313,1.431149979,-0.799514867,-2.033292678
52,2001,0,-0.16775574,0.526862945,-0.109664994,-0.956849762,0.432372991
52,2002,0,-0.838984514,-1.36263567,-0.699332186,1.155795836,-1.505897925
52,2003,0,-1.252422876,0.35075667,0.151836205,-1.041338275,-0.539738864
52,2004,0,-0.988335109,1.589000301,-1.148951282,1.054009401,-1.584087229
53,1999,0,0.988418335,1.403408296,0.401506646,0.035754799,0.911311472
53,2000,0,-2.380223513,-0.527298835,0.024853616,-0.328883743,-2.04464019
53,2001,0,-0.1882637,0.209695192,-0.531322221,-0.593031731,0.188374242
53,2002,0,-1.595287887,-0.449716552,0.750580518,0.33089344,-1.710773266
53,2003,0,-0.933016338,0.147640844,0.401638227,-1.125954226,-0.185870939
53,2004,0,-1.787051219,-2.009904761,-0.680742102,-1.515356348,-0.751927961
54,1999,0,-1.958215708,0.846216732,0.432237695,-0.083710752,-1.797505342
54,2000,0,-0.364252506,0.455244898,0.124780873,-0.773533991,0.133631426
54,2001,0,-2.726197783,0.988540889,0.4726633,-0.805715649,-2.076941285
54,2002,0,-0.043711189,0.276785465,-0.221449718,2.027720143,-1.293255099
54,2003,0,-2.536864114,-0.396821136,0.103706948,-1.707171724,-1.341561823
54,2004,0,-0.59327489,-0.567729983,1.196060164,1.487836032,-1.478880276
55,1999,0,-1.523502282,-1.420605538,0.536003166,-1.269987903,-0.654550375
55,2000,0,-0.687177382,1.049998199,1.144603535,-0.643677607,-0.251491805
55,2001,0,-0.568853977,-2.175603853,0.727305289,1.365730684,-1.380427368
55,2002,0,-0.591244881,0.818057018,0.245480883,1.260584522,-1.336651132
55,2003,0,-0.591412973,-1.631665104,0.958920466,1.383222502,-1.412530372
55,2004,0,-0.154490323,0.372844241,1.013400713,-0.437689534,0.124354157
56,1999,0,-1.725859115,-0.12003541,0.585852495,0.231629617,-1.772786293
56,2000,0,-1.806763956,-2.055224983,0.881146013,-1.136621208,-1.004386049
56,2001,0,-0.332493637,-0.75447419,-0.079046151,-0.900365338,0.241931725
56,2002,0,-1.652344951,0.095523439,-0.488541513,0.335179536,-1.767300015
56,2003,0,-0.848283301,1.363122774,1.841150091,1.222714743,-1.555996814
56,2004,0,-0.705708777,0.914187604,-1.376748392,1.289040144,-1.462311573
57,1999,0,-2.286605595,-0.35353485,0.017321106,-0.477943086,-1.864200622
57,2000,0,-2.30890362,-0.541356943,1.622345479,-0.152897366,-2.085950541
57,2001,0,-1.327176093,-1.694755784,1.67916778,0.6721676,-1.668302037
57,2002,0,-2.388582056,0.656491508,0.411561048,-1.187489789,-1.522403259
57,2003,0,-2.654039207,-2.326763962,2.043563025,-0.670364572,-2.092370148
57,2004,0,-2.207988233,0.110311435,-0.445213815,-1.586733458,-1.105358624
58,1999,0,-0.920365366,-0.025989756,0.553411298,-0.870942818,-0.331376301
58,2000,0,-2.45243453,-0.162982337,-0.230367844,-0.449990121,-2.03805597
